gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
4303317525,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1323923408,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Vancouver--Airport (YVR),British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.19626,-123.20307,,,,,,,2022-01-21,21,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1323923408,,,,CC_BY_4_0,,obsr857232,,,2024-01-24T21:25:25.669Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4303317394,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1323861236,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. Access,British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.0595,-123.02424,,,,,,,2022-01-21,21,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1323861236,,,,CC_BY_4_0,,obsr1753486,,,2024-01-24T21:24:31.311Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4303153269,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1309895035,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2022-01-02,2,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1309895035,,,,CC_BY_4_0,,obsr1599685,,,2024-01-24T21:50:06.152Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4303091615,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1586466276,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,"Boundary Bay - 64th-72nd Sts., Delta",British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.050194,-123.037315,,,,,,,2022-11-11,11,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1586466276,,,,CC_BY_4_0,,obsr3505213,,,2024-01-24T21:05:23.250Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302969211,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1580936617,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2022-12-13,13,12,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1580936617,,,,CC_BY_4_0,,obsr401601,,,2024-01-24T21:05:13.313Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302916357,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1332489501,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Englishman River Estuary--Shelly St side,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.32629,-124.29538,,,,,,,2022-02-01,1,2,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1332489501,,,,CC_BY_4_0,,obsr338205,,,2024-01-24T21:24:51.025Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302914228,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1591273677,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2022-12-27,27,12,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1591273677,,,,CC_BY_4_0,,obsr401601,,,2024-01-24T21:52:09.841Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302812507,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1586448979,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2022-12-16,16,12,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1586448979,,,,CC_BY_4_0,,obsr1388014,,,2024-01-24T21:51:23.810Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302616760,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1586466735,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. Access,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.0595,-123.02424,,,,,,,2022-12-10,10,12,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1586466735,,,,CC_BY_4_0,,obsr3505213,,,2024-01-24T21:05:23.211Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302474593,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1325704321,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,"Boundary Bay - 64th-72nd Sts., Delta",British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.050194,-123.037315,,,,,,,2022-01-23,23,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1325704321,,,,CC_BY_4_0,,obsr575645,,,2024-01-24T21:24:51.219Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302337691,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1598109426,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Delta--Brunswick Point,British Columbia,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.06564,-123.15415,,,,,,,2022-11-19,19,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1598109426,,,,CC_BY_4_0,,obsr576705,,,2024-01-24T21:51:36.321Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302333659,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1328605874,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Martindale Flats,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.56149,-123.381996,,,,,,,2022-01-27,27,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1328605874,,,,CC_BY_4_0,,obsr19399,,,2024-01-24T21:25:06.251Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302188552,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1579087545,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Chilliwack--Banford Rd,British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.14135,-121.89666,,,,,,,2022-12-10,10,12,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1579087545,,,,CC_BY_4_0,,obsr542803,,,2024-01-24T21:05:10.014Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4302068946,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1319457337,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. to 88 St.,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.06563,-123.0032,,,,,,,2022-01-15,15,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1319457337,,,,CC_BY_4_0,,obsr2278466,,,2024-01-24T21:48:06.493Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4301993781,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1325661583,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. to 88 St.,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.06563,-123.0032,,,,,,,2022-01-23,23,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1325661583,,,,CC_BY_4_0,,obsr1354708,,,2024-01-24T21:25:06.257Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4301900255,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1560629038,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2022-11-12,12,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1560629038,,,,CC_BY_4_0,,obsr955293,,,2024-01-24T21:04:43.613Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4301653343,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1314780798,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2022-01-09,9,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1314780798,,,,CC_BY_4_0,,obsr1218451,,,2024-01-24T20:58:46.026Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4301148310,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1336307177,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. to 88 St.,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.06563,-123.0032,,,,,,,2022-02-06,6,2,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1336307177,,,,CC_BY_4_0,,obsr2762328,,,2024-01-24T21:25:25.077Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4301019266,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1579470425,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Saanich--Panama Flats,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.476334,-123.4029,,,,,,,2022-11-14,14,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1579470425,,,,CC_BY_4_0,,obsr1961978,,,2024-01-24T21:05:11.866Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4300907277,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1611809791,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2008-11-14,14,11,2008,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1611809791,,,,CC_BY_4_0,,obsr841463,,,2024-01-24T21:28:05.670Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4300624146,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1565840746,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2022-11-19,19,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1565840746,,,,CC_BY_4_0,,obsr669764,,,2024-01-24T21:04:51.835Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4300292707,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1565407918,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Richmond--Dyke at Blundell Rd,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.15559,-123.19601,,,,,,,2022-11-19,19,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1565407918,,,,CC_BY_4_0,,obsr1153226,,,2024-01-24T21:04:50.470Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4300237979,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1597544643,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Richmond--West Dyke Trail,British Columbia,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.162865,-123.19708,,,,,,,1996-01-01,1,1,1996,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1597544643,,,,CC_BY_4_0,,obsr401601,,,2024-01-24T21:52:04.774Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4300155955,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1312437800,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. Access,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.0595,-123.02424,,,,,,,2022-01-06,6,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1312437800,,,,CC_BY_4_0,,obsr616722,,,2024-01-24T20:58:42.120Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4299869568,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1592150971,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. Access,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.0595,-123.02424,,,,,,,2012-01-15,15,1,2012,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1592150971,,,,CC_BY_4_0,,obsr129120,,,2024-01-24T21:05:37.112Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4299839938,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1319427630,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Parksville Community Park,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.32567,-124.3088,,,,,,,2022-01-15,15,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1319427630,,,,CC_BY_4_0,,obsr1018716,,,2024-01-24T21:48:13.435Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4299777683,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1617682637,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Saanich--Panama Flats,British Columbia,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.476334,-123.4029,,,,,,,2022-11-20,20,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1617682637,,,,CC_BY_4_0,,obsr2953655,,,2024-01-24T21:51:37.953Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4299545163,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1330132830,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Martindale Flats--McIntyre Reservoir,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.56911,-123.379814,,,,,,,2022-01-29,29,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1330132830,,,,CC_BY_4_0,,obsr634403,,,2024-01-24T21:24:49.944Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4299519644,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1315845355,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Sea Island--Ferguson Rd,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.206646,-123.17543,,,,,,,2022-01-09,9,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1315845355,,,,CC_BY_4_0,,obsr1192929,,,2024-01-24T20:58:47.058Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4298762495,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1572791994,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. Access,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.0595,-123.02424,,,,,,,2022-11-30,30,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1572791994,,,,CC_BY_4_0,,obsr1192929,,,2024-01-24T21:30:24.980Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4298748678,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1328655231,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Martindale Flats,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.56149,-123.381996,,,,,,,2022-01-27,27,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1328655231,,,,CC_BY_4_0,,obsr19411,,,2024-01-24T20:59:06.473Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4298704503,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1583424244,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Nanaimo River Estuary,British Columbia,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1346,-123.8947,,,,,,,2022-12-15,15,12,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1583424244,,,,CC_BY_4_0,,obsr1774883,,,2024-01-24T21:29:00.919Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4298479076,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1564593180,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Saanich--Panama Flats,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.476334,-123.4029,,,,,,,2022-11-18,18,11,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1564593180,,,,CC_BY_4_0,,obsr19411,,,2024-01-24T21:04:49.401Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4297725906,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1591979144,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,"Boundary Bay - 64th-72nd Sts., Delta",British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.049664,-123.043755,,,,,,,2022-12-28,28,12,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1591979144,,,,CC_BY_4_0,,obsr899883,,,2024-01-24T21:28:26.606Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4297510148,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1590229990,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Farwell Canyon Road,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.87351,-122.52632,,,,,,,2022-12-24,24,12,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1590229990,,,,CC_BY_4_0,,obsr404306,,,2024-01-24T21:05:29.335Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4297391182,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS1321881365,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,"Boundary Bay - 64th-72nd Sts., Delta",British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.050194,-123.037315,,,,,,,2022-01-18,18,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS1321881365,,,,CC_BY_4_0,,obsr46206,,,2024-01-24T21:48:58.729Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4296932101,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1315704492,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. to 88 St.,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.06563,-123.0032,,,,,,,2022-01-07,7,1,2022,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS1315704492,,,,CC_BY_4_0,,obsr110280,,,2024-01-24T20:58:46.968Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
