gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2782356750,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS819808676,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Saanich--Panama Flats,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.476334,-123.4029,,,,,,,2019-10-22,22,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS819808676,,,,CC_BY_4_0,,obsr521043,,,2024-01-24T21:18:12.651Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2782316997,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS824170114,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Creston--Duck Lake,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.222702,-116.62863,,,,,,,2019-11-02,2,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS824170114,,,,CC_BY_4_0,,obsr334674,,,2024-01-24T20:44:07.715Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2782307969,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS839044583,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,"Boundary Bay -- 64th Street, Delta",British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.04973,-123.04631,,,,,,,2019-12-16,16,12,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS839044583,,,,CC_BY_4_0,,obsr1192929,,,2024-01-24T21:41:03.496Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2782239616,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS826606832,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Richmond--Dyke at Francis Rd,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.148273,-123.19515,,,,,,,2019-11-10,10,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS826606832,,,,CC_BY_4_0,,obsr682889,,,2024-01-24T21:18:17.502Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2782239018,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS822493375,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,5200 34B Avenue,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.066093,-123.08169,,,,,,,1973-03-22,22,3,1973,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS822493375,,,,CC_BY_4_0,,obsr419506,,,2024-01-24T21:40:35.797Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2781840246,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS840835456,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,"CA-BC-3071-3199 Rose Hill Rd (50.6119,-120.3036)",British Columbia,PRESENT,12,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.611942,-120.30363,,,,,,,2019-12-21,21,12,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS840835456,,,,CC_BY_4_0,,obsr333147,,,2024-01-24T21:18:22.165Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2781531220,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS830850329,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Kamloops -- Deleeuw Rd/Rose Hill Rd Loop,British Columbia,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.605915,-120.263214,,,,,,,2019-11-23,23,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS830850329,,,,CC_BY_4_0,,obsr333746,,,2024-01-24T21:18:01.394Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2781514585,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS836606069,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Richmond--Dyke at Steve's Farm,British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.13435,-123.19469,,,,,,,2019-12-09,9,12,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS836606069,,,,CC_BY_4_0,,obsr1192929,,,2024-01-24T20:44:29.605Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2780572024,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS829100421,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Richmond--West Dyke Trail,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.162865,-123.19708,,,,,,,2019-11-17,17,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS829100421,,,,CC_BY_4_0,,obsr949290,,,2024-01-24T20:44:16.335Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2780478322,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS813079594,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Saanichton Spit (TIXEN) (Access restricted during COVID),British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.58966,-123.372246,,,,,,,2019-10-05,5,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS813079594,,,,CC_BY_4_0,,obsr549172,,,2024-01-24T20:43:51.012Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2780183759,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS830117577,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Creston--Duck Lake,British Columbia,PRESENT,19,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.222702,-116.62863,,,,,,,2019-11-16,16,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS830117577,,,,CC_BY_4_0,,obsr334674,,,2024-01-24T21:18:10.632Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2780042914,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS933057505,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2019-11-10,10,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS933057505,,,,CC_BY_4_0,,obsr929615,,,2024-01-24T21:21:05.213Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2780036364,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS838146215,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. Access,British Columbia,PRESENT,7,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.0595,-123.02424,,,,,,,2019-12-14,14,12,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS838146215,,,,CC_BY_4_0,,obsr352520,,,2024-01-24T21:19:52.232Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779844906,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS849496812,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Prince George - Gunn Road,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,53.90103,-122.69672,,,,,,,2000-12-21,21,12,2000,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS849496812,,,,CC_BY_4_0,,obsr1488839,,,2024-01-24T21:18:53.154Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779722071,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS829823537,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Salmon Arm Bay (General),British Columbia,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.709747,-119.28043,,,,,,,2019-11-19,19,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS829823537,,,,CC_BY_4_0,,obsr475240,,,2024-01-24T21:40:56.122Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779649038,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS836896055,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,"Boundary Bay--104th to 112th Sts., Delta",British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.07966,-122.92495,,,,,,,2019-12-09,9,12,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS836896055,,,,CC_BY_4_0,,obsr319460,,,2024-01-24T20:44:30.164Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779479043,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS820325942,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,5200 34B Avenue,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.066093,-123.08169,,,,,,,1972-12-15,15,12,1972,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS820325942,,,,CC_BY_4_0,,obsr419506,,,2024-01-24T21:18:24.954Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779401659,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS821212143,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2019-10-23,23,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS821212143,,,,CC_BY_4_0,,obsr682889,,,2024-01-24T21:18:07.545Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779250417,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS817312797,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Salmon Arm Bay (General),British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.709747,-119.28043,,,,,,,2019-10-16,16,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS817312797,,,,CC_BY_4_0,,obsr30089,,,2024-01-24T20:43:56.555Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779250168,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS819868721,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Salmon Arm Bay (General),British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.709747,-119.28043,,,,,,,2019-10-22,22,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS819868721,,,,CC_BY_4_0,,obsr30089,,,2024-01-24T20:44:00.762Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779081591,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS843711739,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Kamloops -- Deleeuw Rd/Rose Hill Rd Loop,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.605915,-120.263214,,,,,,,2019-12-29,29,12,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS843711739,,,,CC_BY_4_0,,obsr333746,,,2024-01-24T21:19:37.164Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2779010242,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS829752736,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Vernon--Swan Lake grassland trail,British Columbia,PRESENT,8,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.295097,-119.27015,,,,,,,2019-11-19,19,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS829752736,,,,CC_BY_4_0,,obsr699553,,,2024-01-24T20:44:17.329Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2778985566,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS818677608,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2019-10-19,19,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS818677608,,,,CC_BY_4_0,,obsr857232,,,2024-01-24T21:40:42.475Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2778702444,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS821119041,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Castlegar--Selkirk College Trails,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.30996,-117.64791,,,,,,,2019-10-26,26,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS821119041,,,,CC_BY_4_0,,obsr58984,,,2024-01-24T20:44:03.148Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2778493698,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS822340292,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Serpentine Fen,British Columbia,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.085617,-122.82616,,,,,,,1989-03-26,26,3,1989,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS822340292,,,,CC_BY_4_0,,obsr58975,,,2024-01-24T21:41:23.416Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2778469485,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS777765537,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,"Haines Road--fen N of Stanley Creek (59.931, -136.812)",British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,59.93058,-136.81152,,,,,,,2019-06-20,20,6,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS777765537,,,,CC_BY_4_0,,obsr141437,,,2024-01-24T20:42:40.832Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2778438601,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS785874894,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Prince George Airport & Blackburn area,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,53.889572,-122.671455,,,,,,,2019-07-14,14,7,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS785874894,,,,CC_BY_4_0,,obsr185480,,,2024-01-24T20:43:02.304Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777946371,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS813101685,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Castlegar--Selkirk College Trails,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.30996,-117.64791,,,,,,,2019-10-05,5,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS813101685,,,,CC_BY_4_0,,obsr670744,,,2024-01-24T20:43:49.941Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777806355,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_QC:OBS800804059,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,White Lake-Fairview Road,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.27294,-119.60724,,,,,,,2019-06-17,17,6,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_QC,OBS800804059,,,,CC_BY_4_0,,obsr417322,,,2024-01-24T20:43:31.591Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777710087,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS826948690,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2019-11-11,11,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS826948690,,,,CC_BY_4_0,,obsr38830,,,2024-01-24T21:18:09.515Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777601263,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS820509819,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Salmon Arm Bay (General),British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.709747,-119.28043,,,,,,,2019-10-24,24,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS820509819,,,,CC_BY_4_0,,obsr30089,,,2024-01-24T20:44:02.037Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777563580,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS737196702,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,1972-03-07,7,3,1972,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS737196702,,,,CC_BY_4_0,,obsr419506,,,2024-01-24T20:41:17.408Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777475116,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS932537678,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay Airport,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.07506,-123.00799,,,,,,,1989-02-05,5,2,1989,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS932537678,,,,CC_BY_4_0,,obsr110280,,,2024-01-24T20:47:36.663Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777447620,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS817957121,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Iona Island--South Jetty,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.205833,-123.26278,,,,,,,2019-10-18,18,10,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS817957121,,,,CC_BY_4_0,,obsr59106,,,2024-01-24T20:44:00.044Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777282170,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS830318113,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay--72nd St. Access,British Columbia,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.0595,-123.02424,,,,,,,2019-11-15,15,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS830318113,,,,CC_BY_4_0,,obsr919845,,,2024-01-24T20:44:18.373Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777225046,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS828581455,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Reifel Bird Sanctuary,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.1,-123.185,,,,,,,2019-11-15,15,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS828581455,,,,CC_BY_4_0,,obsr959824,,,2024-01-24T21:18:06.582Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
2777224358,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS828201492,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,,SPECIES,"Asio flammeus (Pontoppidan, 1763)",Asio flammeus,,CA,Boundary Bay Regional Park,British Columbia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.01818,-123.04611,,,,,,,2019-11-14,14,11,2019,2497295,2497295,HUMAN_OBSERVATION,CLO,EBIRD,OBS828201492,,,,CC_BY_4_0,,obsr552989,,,2024-01-24T20:44:14.717Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
